epoch,fold,total_loss,cross_entropy_loss,accuracy,precision,recall,f1_score,auc,r2_score,mae_loss,mse_loss
1,1,33.40753587086996,1.3705430693096585,0.39436619718309857,0.17805355847476495,0.39436619718309857,0.24381322122540464,0.5408135522867105,-19.67828232089615,10.14655754301283,108.16051567925348
1,2,33.331887033250595,1.3830910854869418,0.3732394366197183,0.16628352490421455,0.3732394366197183,0.22958642519415948,0.49518502974091044,-20.818493047685887,10.144451777140299,107.87907324896918
1,3,33.29215060340034,1.386819190449185,0.3503521126760563,0.14895227406276357,0.3503521126760563,0.20828657465794484,0.5151691789150802,-21.17707709724184,10.143164051903618,107.73791885375977
1,4,33.94694052802192,1.3711798588434856,0.39436619718309857,0.5891662915671211,0.39436619718309857,0.2520081826348563,0.529321265025558,-19.67848821486538,10.229680750105116,109.95704311794705
2,1,33.43546464708116,1.3772535390324063,0.375,0.16969423844903042,0.375,0.23312340766859407,0.4915775624005613,-19.68034959206598,10.149260997772217,108.23795318603516
2,2,33.47193876902262,1.3797329929139879,0.38028169014084506,0.16915039857465403,0.38028169014084506,0.23351735707944674,0.5245406910275279,-20.85487236256282,10.16889566845364,108.3537483215332
2,3,33.30040401882596,1.3883459236886766,0.34683098591549294,0.14494959019185302,0.34683098591549294,0.20419750643924303,0.506683298773476,-21.171445066145534,10.145357343885633,107.76186837090387
2,4,33.93104659186469,1.3741738663779364,0.38380281690140844,0.17754380593648691,0.38380281690140844,0.24268152332807602,0.49583422005152145,-19.691353058795094,10.225063588884142,109.89707777235243
3,1,33.33510939280192,1.3733509580294292,0.3785211267605634,0.299174059239889,0.3785211267605634,0.2404344128278259,0.5388634870937674,-19.667674783710524,10.133654382493761,107.91254425048828
3,2,33.41529146830241,1.3753502368927002,0.3714788732394366,0.16466393528912043,0.3714788732394366,0.22778318849265808,0.5184682838486552,-20.821637508480276,10.15897348192003,108.17514928181966
3,3,33.28938780890571,1.3908896909819708,0.352112676056338,0.1501937532732531,0.352112676056338,0.21013097817675283,0.5031186168120247,-21.179521314997917,10.14210393693712,107.71921115451389
3,4,33.88788392808702,1.3712663120693631,0.3961267605633803,0.18041758153483642,0.3961267605633803,0.2474203016262714,0.5132637263552119,-19.685795504795173,10.219233618842232,109.75998814900716
4,1,33.467505878872345,1.3760938909318712,0.3732394366197183,0.2667608363358445,0.3732394366197183,0.2361485993712682,0.5227475591013659,-19.70509462168859,10.154311180114746,108.34746424357097
4,2,33.41984960767958,1.3733844690852695,0.38204225352112675,0.16938969850048755,0.38204225352112675,0.23427690774325458,0.5470958151076515,-20.81274250491868,10.159825536939833,108.19492891099718
4,3,33.29911104838053,1.386082152525584,0.352112676056338,0.1496106454714486,0.352112676056338,0.2092667149676003,0.5098130403761005,-21.198629708142594,10.145037598080105,107.7628402709961
4,4,33.94637764824761,1.3703391816880968,0.3926056338028169,0.18390812926044744,0.3926056338028169,0.2500020165953699,0.5213331883531072,-19.670952803419627,10.230291366577148,109.9571287367079
5,1,33.39523887634277,1.3719201750225491,0.3855633802816901,0.39533925365921013,0.3855633802816901,0.24733315000358694,0.5257532457647696,-19.683756797377583,10.143793794843885,108.11631096733942
5,2,33.423380533854164,1.379817419581943,0.3767605633802817,0.17058241908508556,0.3767605633802817,0.2344272747924497,0.5324782791717014,-20.830694449837086,10.159864902496338,108.1916872660319
5,3,33.27603583865695,1.3885652886496649,0.3485915492957746,0.3163661626974662,0.3485915492957746,0.2117720606882291,0.5122040165187107,-21.19540275893134,10.140924824608696,107.68013085259332
5,4,33.860005908542206,1.3669260872734919,0.39436619718309857,0.1842628745445647,0.39436619718309857,0.25047565064354543,0.5409714941263929,-19.69129018548181,10.214819431304932,109.6771863301595
6,1,33.45582442813449,1.3756480813026428,0.3908450704225352,0.1777515702017608,0.3908450704225352,0.24358919118963449,0.5094149984890225,-19.692774654589016,10.15255249871148,108.30956395467122
6,2,33.47984292772081,1.3794288569026523,0.3732394366197183,0.1668600233384895,0.3732394366197183,0.2302585566877199,0.5246688710750104,-20.875832605783458,10.170299583011204,108.38080342610677
6,3,33.261779679192436,1.3877869182162814,0.3345070422535211,0.36159283208209836,0.3345070422535211,0.2051635405723357,0.5260987122631882,-21.175609995532433,10.137117385864258,107.63442357381184
6,4,33.90521950191922,1.3686272104581196,0.38380281690140844,0.1791681186155181,0.38380281690140844,0.24393885766934667,0.5331994814618585,-19.67807313807966,10.22261709637112,109.82393052842882
7,1,33.482740296257866,1.3766149679819744,0.3714788732394366,0.1701289412612036,0.3714788732394366,0.23312662522837782,0.5145594988621832,-19.690106917366393,10.155903233422173,108.39702860514323
7,2,33.44366508060031,1.3806164662043254,0.3714788732394366,0.16538869649682203,0.3714788732394366,0.22843640061276366,0.5144710020409495,-20.860883320581678,10.164152569240994,108.25744120279948
7,3,33.29707961612277,1.383003340827094,0.3485915492957746,0.14567891798907953,0.3485915492957746,0.2052288991552119,0.5455902548032459,-21.17355762299286,10.145430670844185,107.76325225830078
7,4,33.92887422773573,1.376155349943373,0.3732394366197183,0.17236776838453144,0.3732394366197183,0.23571944502351763,0.4977463661911543,-19.687193323476176,10.226274914211697,109.8852144877116
8,1,33.35715961456299,1.368399805492825,0.3890845070422535,0.17238061135172617,0.3890845070422535,0.23818250439906982,0.5360612558340705,-19.678223662191098,10.136941274007162,107.9975937737359
8,2,33.528821309407554,1.3833103246159024,0.38204225352112675,0.49758210869153846,0.38204225352112675,0.2366692357918485,0.488335627057253,-20.842157462566455,10.176715479956734,108.5350079006619
8,3,33.2303212483724,1.381306575404273,0.34507042253521125,0.14692745899659554,0.34507042253521125,0.2059464564914119,0.5332296256666779,-21.195717897336277,10.131566789415148,107.54468536376953
8,4,33.88885646396213,1.3764456576771207,0.3926056338028169,0.17959926303551862,0.3926056338028169,0.24564997118643606,0.5074858095242605,-19.70006135221801,10.220378345913357,109.75114059448242
9,1,33.41500981648763,1.3709308240148756,0.3591549295774648,0.1659469459431273,0.3591549295774648,0.22684370771312587,0.5466721976751617,-19.673117796203975,10.144390689002144,108.18452284071181
9,2,33.38546000586616,1.3838790125317044,0.36971830985915494,0.16379702690329356,0.36971830985915494,0.2266522450304665,0.4845815871606569,-20.800452222416013,10.154938909742567,108.05581114027235
9,3,33.31746662987603,1.385506636566586,0.3362676056338028,0.1441519606299567,0.3362676056338028,0.20168622848200315,0.5158323765208812,-21.176145426066224,10.14787499109904,107.82536909315321
9,4,33.94760121239556,1.3611612253718905,0.3961267605633803,0.33658878949371906,0.3961267605633803,0.25087391159368294,0.5566012930708938,-19.701614218619778,10.231099075741238,109.98262363009982
10,1,33.48917632632785,1.3754536575741239,0.3855633802816901,0.17741227192701664,0.3855633802816901,0.24263632584801878,0.5206689527792212,-19.712639005985938,10.154844654930962,108.4211917453342
10,2,33.40442731645372,1.3814435535007052,0.3644366197183099,0.49236900906329234,0.3644366197183099,0.23155298716106046,0.4958825112793433,-20.830736023262585,10.156299379136827,108.12472025553386
10,3,33.297684563530815,1.3858701984087627,0.3538732394366197,0.1507881801022481,0.3538732394366197,0.2110875400653962,0.5349686993447149,-21.178187521692323,10.143263657887777,107.75857967800565
10,4,33.9185668097602,1.36828394068612,0.3908450704225352,0.28159965607599086,0.3908450704225352,0.2502949338160702,0.5409817626029384,-19.695140568983696,10.226290490892199,109.86922370062933
