Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
52,2,2.0198,0.695925,0.6989,0.6906,0.6989,0.6892,0.8846,-0.034244,1.8061,5.1089
52,3,1.9728,0.692836,0.6725,0.6568,0.6725,0.6606,0.882,-0.014456,1.7622,4.9593
52,4,2.0392,0.617907,0.7183,0.7202,0.7183,0.7144,0.9099,-0.014254,1.8415,5.3554
53,1,2.0412,0.63465,0.7254,0.7167,0.7254,0.7164,0.8855,-0.018009,1.8489,5.323
53,2,1.8975,0.573087,0.7764,0.7707,0.7764,0.7638,0.9149,-0.011047,1.7751,4.9877
53,3,1.9275,0.638975,0.6954,0.683,0.6954,0.6818,0.8983,-0.022224,1.7583,4.9339
53,4,2.1297,0.716135,0.6972,0.6899,0.6972,0.6898,0.8792,-0.029965,1.8522,5.4281
54,1,2.0532,0.660989,0.7077,0.6919,0.7077,0.6927,0.8915,-0.009108,1.8475,5.3017
54,2,1.9396,0.613607,0.743,0.7401,0.743,0.7342,0.9117,-0.025854,1.7868,5.0335
54,3,1.9729,0.689395,0.6866,0.672,0.6866,0.6753,0.8811,-0.016833,1.7657,4.9679
54,4,2.0733,0.656916,0.7025,0.6971,0.7025,0.6948,0.8942,-0.001064,1.8445,5.3781
55,1,2.0323,0.652729,0.706,0.6954,0.706,0.6982,0.8912,-0.004956,1.8366,5.2513
55,2,1.9217,0.603651,0.7535,0.7394,0.7535,0.7422,0.905,0.001228,1.7773,4.9971
55,3,1.9455,0.674491,0.6884,0.6796,0.6884,0.6721,0.8927,0.003286,1.7539,4.9112
55,4,2.0915,0.652408,0.7289,0.7176,0.7289,0.7176,0.8978,-0.029455,1.8627,5.4493
56,1,2.0228,0.615856,0.7165,0.7071,0.7165,0.708,0.9008,-0.006274,1.8451,5.3056
56,2,1.924,0.580956,0.7254,0.7167,0.7254,0.718,0.9091,-0.012079,1.7849,5.0577
56,3,1.9094,0.629927,0.7324,0.7277,0.7324,0.7235,0.8988,-0.023728,1.7539,4.8949
56,4,2.0304,0.580182,0.7289,0.7232,0.7289,0.7171,0.9119,-0.023551,1.8553,5.4144
57,1,2.0966,0.706932,0.6901,0.6867,0.6901,0.6843,0.884,-0.013276,1.8519,5.339
57,2,1.9657,0.645361,0.7254,0.7252,0.7254,0.7234,0.8995,-0.011717,1.7872,5.0464
57,3,1.908,0.606707,0.7218,0.7081,0.7218,0.709,0.9013,0.000173,1.7732,4.9445
57,4,2.025,0.592616,0.7359,0.7186,0.7359,0.7212,0.9121,-0.007567,1.8414,5.3673
58,1,2.0391,0.601226,0.7377,0.732,0.7377,0.7309,0.902,-0.013537,1.8731,5.3942
58,2,1.9569,0.61639,0.7342,0.7267,0.7342,0.7288,0.9085,-0.033783,1.8012,5.0847
58,3,1.9255,0.621971,0.7254,0.7144,0.7254,0.7131,0.9076,-0.035401,1.7683,4.9669
58,4,2.0752,0.689628,0.7306,0.7352,0.7306,0.7293,0.8946,-0.006316,1.8356,5.308
59,1,2.0679,0.656871,0.7042,0.6886,0.7042,0.6913,0.8932,-0.016227,1.862,5.3602
59,2,1.944,0.594361,0.7535,0.7465,0.7535,0.7441,0.9097,-0.021479,1.8046,5.0931
59,3,1.896,0.569761,0.7535,0.7458,0.7535,0.7458,0.9159,-0.029521,1.7714,4.9907
59,4,1.9935,0.55843,0.7588,0.764,0.7588,0.7571,0.9178,-0.026363,1.8356,5.3419
60,1,1.9886,0.591332,0.75,0.7426,0.75,0.7397,0.9035,-0.008317,1.8342,5.249
60,2,1.8889,0.526586,0.7623,0.7549,0.7623,0.7527,0.9198,-0.001326,1.7869,5.0677
60,3,1.8752,0.579375,0.7394,0.7289,0.7394,0.7286,0.9117,-0.006964,1.758,4.8988
60,4,2.0253,0.589801,0.7394,0.744,0.7394,0.7337,0.9117,-0.0015,1.8426,5.3747
61,1,2.0032,0.59317,0.7394,0.7279,0.7394,0.7312,0.9097,-0.0024,1.8445,5.2932
61,2,1.922,0.578806,0.7447,0.7314,0.7447,0.7323,0.9128,-0.022775,1.7859,5.0561
61,3,1.878,0.57667,0.7359,0.725,0.7359,0.7268,0.9105,-0.01309,1.7566,4.9145
61,4,2.0256,0.589481,0.7447,0.747,0.7447,0.7416,0.9131,-0.021756,1.8492,5.3765
62,1,1.9758,0.571541,0.7306,0.7244,0.7306,0.7263,0.9082,-0.010444,1.8365,5.2525
62,2,1.8949,0.575834,0.7465,0.7488,0.7465,0.7375,0.9131,0.004855,1.7738,4.9729
62,3,1.9233,0.611704,0.7254,0.7139,0.7254,0.7117,0.9034,-0.005034,1.7763,4.9837
62,4,2.0504,0.582942,0.7465,0.746,0.7465,0.7452,0.9212,-0.002157,1.8576,5.4744
63,1,1.9938,0.571642,0.7359,0.7247,0.7359,0.7247,0.9093,-0.032005,1.8497,5.3123
63,2,1.8916,0.52937,0.7588,0.7536,0.7588,0.752,0.9276,-0.033846,1.7901,5.0702
63,3,1.8639,0.555877,0.7606,0.759,0.7606,0.756,0.9209,0.00194,1.7623,4.9159
63,4,2.0101,0.567917,0.7465,0.7371,0.7465,0.7396,0.9171,-0.013863,1.8466,5.3752
64,1,2.0032,0.570162,0.7412,0.7209,0.7412,0.7259,0.9131,-0.025102,1.85,5.3469
64,2,1.932,0.579628,0.7518,0.7566,0.7518,0.7429,0.9107,-0.004285,1.7928,5.0875
