Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
23,1,2.4106,1.175188,0.4824,0.3558,0.4824,0.4095,0.6044,-0.007117,1.8458,5.2933
23,2,2.3251,1.175461,0.456,0.3383,0.456,0.3874,0.6122,-0.022588,1.7795,5.0076
23,3,2.3112,1.193237,0.4525,0.3246,0.4525,0.3774,0.5827,-0.012838,1.7577,4.9199
23,4,2.4299,1.171499,0.4648,0.3433,0.4648,0.3943,0.6409,0.000552,1.8414,5.3663
24,1,2.4136,1.174066,0.4877,0.3586,0.4877,0.4131,0.6276,-0.024105,1.8525,5.306
24,2,2.3322,1.181899,0.4472,0.3346,0.4472,0.3801,0.5772,-0.007081,1.7832,5.0163
24,3,2.3028,1.185085,0.4313,0.3064,0.4313,0.3582,0.6215,-0.01131,1.7629,4.9109
24,4,2.4443,1.164947,0.4718,0.4067,0.4718,0.4054,0.6537,-0.013756,1.8547,5.4295
25,1,2.3917,1.155057,0.4842,0.3583,0.4842,0.4117,0.656,-0.002495,1.8456,5.2771
25,2,2.3111,1.150677,0.4842,0.356,0.4842,0.4101,0.6457,-0.012784,1.7796,5.0187
25,3,2.3055,1.191609,0.4613,0.4184,0.4613,0.4015,0.6225,-0.0169,1.7491,4.9045
25,4,2.4383,1.158803,0.4613,0.4036,0.4613,0.3921,0.6435,-0.007982,1.8531,5.4239
26,1,2.3731,1.14035,0.5053,0.4694,0.5053,0.4317,0.6583,-0.002792,1.8385,5.2496
26,2,2.3261,1.164887,0.4701,0.549,0.4701,0.4032,0.6232,-0.008548,1.7878,5.0357
26,3,2.2732,1.150606,0.4824,0.4043,0.4824,0.4099,0.645,-0.011644,1.7513,4.8926
26,4,2.4463,1.183767,0.4577,0.396,0.4577,0.4056,0.6281,-0.009821,1.8462,5.3923
27,1,2.3882,1.162268,0.4789,0.5441,0.4789,0.4069,0.63,-0.014405,1.8367,5.2486
27,2,2.3113,1.162044,0.4595,0.3445,0.4595,0.3922,0.6305,0.002402,1.7762,4.9927
27,3,2.2871,1.158844,0.4648,0.4166,0.4648,0.4009,0.6375,-0.009802,1.7528,4.9196
27,4,2.4067,1.132541,0.5158,0.4718,0.5158,0.4663,0.6634,-0.019039,1.846,5.3796
28,1,2.3945,1.156119,0.4982,0.4964,0.4982,0.4284,0.6365,-0.004137,1.8446,5.2842
28,2,2.311,1.148667,0.4877,0.4113,0.4877,0.4168,0.6429,-0.018766,1.7813,5.023
