Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
38,1,2.3604,1.092442,0.5176,0.3945,0.5176,0.4432,0.6642,-0.012594,1.8561,5.3189
38,2,2.2926,1.102582,0.5035,0.3798,0.5035,0.4292,0.6689,-0.038921,1.7886,5.0694
38,3,2.2625,1.116446,0.493,0.3734,0.493,0.417,0.6653,-0.032947,1.7587,4.9366
38,4,2.3965,1.120015,0.4947,0.3891,0.4947,0.4252,0.6529,-0.016214,1.846,5.3748
39,1,2.3819,1.098003,0.5176,0.3901,0.5176,0.4426,0.6742,-0.017448,1.8637,5.3776
39,2,2.3055,1.112037,0.5123,0.3796,0.5123,0.4353,0.6612,-0.01986,1.7958,5.0902
39,3,2.2407,1.100491,0.5229,0.3827,0.5229,0.4387,0.6821,-0.01453,1.7488,4.9013
39,4,2.4057,1.116945,0.5176,0.401,0.5176,0.4432,0.6645,-0.028443,1.8543,5.4129
40,1,2.3478,1.104025,0.5141,0.3874,0.5141,0.4399,0.6748,-0.003411,1.8428,5.25
40,2,2.2875,1.099407,0.5229,0.3998,0.5229,0.447,0.6717,-0.020675,1.7897,5.0598
40,3,2.2479,1.101586,0.5106,0.3772,0.5106,0.4293,0.6818,-0.011477,1.7575,4.9225
40,4,2.3724,1.094608,0.5053,0.3895,0.5053,0.4336,0.6751,-0.002756,1.8457,5.354
41,1,2.3595,1.086184,0.5211,0.3922,0.5211,0.4457,0.686,-0.025058,1.8543,5.3306
41,2,2.2629,1.085459,0.5264,0.4056,0.5264,0.4521,0.6987,0.003637,1.7817,5.0102
41,3,2.2616,1.113656,0.5,0.3655,0.5,0.4198,0.6734,-0.011441,1.7659,4.9402
41,4,2.4065,1.125954,0.4877,0.3755,0.4877,0.4175,0.6673,-0.02389,1.8471,5.3945
42,1,2.3422,1.07412,0.5423,0.4082,0.5423,0.4638,0.6971,-0.015394,1.8449,5.301
42,2,2.2622,1.075483,0.5229,0.3899,0.5229,0.4449,0.6939,-0.018942,1.7862,5.0312
42,3,2.2517,1.101725,0.5211,0.3839,0.5211,0.4376,0.68,-0.016762,1.7593,4.9351
42,4,2.3933,1.094175,0.5246,0.4086,0.5246,0.4501,0.6711,-0.042675,1.8565,5.4246
43,1,2.3338,1.059026,0.5581,0.4202,0.5581,0.4772,0.7065,-0.011885,1.8486,5.3084
43,2,2.2589,1.081335,0.5317,0.4023,0.5317,0.4542,0.6981,-0.020396,1.7781,5.0064
43,3,2.2357,1.070233,0.5158,0.3797,0.5158,0.4344,0.7142,-0.001963,1.7645,4.9552
43,4,2.3721,1.086854,0.5176,0.4015,0.5176,0.4447,0.7016,-0.014453,1.8437,5.3709
44,1,2.3446,1.064285,0.5387,0.4093,0.5387,0.4619,0.6969,-0.022542,1.8541,5.332
44,2,2.2671,1.084437,0.5282,0.3968,0.5282,0.4502,0.6896,-0.01879,1.7855,5.0267
44,3,2.2396,1.082158,0.5299,0.3902,0.5299,0.4453,0.6878,-0.00083,1.7628,4.9404
44,4,2.3628,1.083107,0.5158,0.3913,0.5158,0.4401,0.703,-0.013238,1.8381,5.3488
45,1,2.3513,1.095495,0.5317,0.3986,0.5317,0.4544,0.6826,0.002664,1.8477,5.2816
45,2,2.2668,1.068962,0.5511,0.4099,0.5511,0.4683,0.695,-0.010674,1.7833,5.0619
45,3,2.2533,1.083024,0.5176,0.3786,0.5176,0.4348,0.6986,-0.034857,1.767,4.9838
45,4,2.3628,1.065558,0.5423,0.4147,0.5423,0.4638,0.7068,-0.006247,1.8537,5.3897
46,1,2.3126,1.042671,0.5651,0.4241,0.5651,0.4827,0.7087,-0.003025,1.8423,5.2759
46,2,2.236,1.042691,0.5511,0.413,0.5511,0.4696,0.7166,0.000981,1.7793,5.0204
46,3,2.2253,1.066004,0.5352,0.3919,0.5352,0.4493,0.7147,-0.016804,1.7594,4.9302
46,4,2.3539,1.058719,0.5493,0.4503,0.5493,0.4725,0.7034,-0.013095,1.8421,5.3761
47,1,2.3204,1.043679,0.5757,0.4968,0.5757,0.4979,0.7271,-0.00686,1.8435,5.2993
47,2,2.2504,1.054941,0.5423,0.4064,0.5423,0.4616,0.7116,-0.010367,1.7836,5.0397
47,3,2.2231,1.046088,0.5405,0.4939,0.5405,0.4651,0.7413,-0.000637,1.7608,4.9694
47,4,2.3764,1.071571,0.5423,0.4787,0.5423,0.4722,0.7095,-0.030815,1.8573,5.4211
48,1,2.3223,1.031854,0.5757,0.5255,0.5757,0.4936,0.7289,-0.025911,1.8533,5.3334
48,2,2.2359,1.046579,0.5528,0.4102,0.5528,0.47,0.7339,-0.007955,1.7818,5.0108
48,3,2.2121,1.026749,0.5704,0.571,0.5704,0.491,0.7378,-0.025346,1.7689,4.978
48,4,2.3484,1.04315,0.5651,0.5763,0.5651,0.4968,0.736,-0.02413,1.8521,5.3941
49,1,2.3021,1.020606,0.5511,0.4477,0.5511,0.4752,0.7273,-0.01911,1.8447,5.2923
