Epoch,Fold,Loss,CrossEntropy,Accuracy,Precision,Recall,F1Score,AUC,R2Score,MAE,MSE
57,2,2.1607,0.935565,0.6004,0.5334,0.6004,0.5532,0.7833,-0.028705,1.7813,5.0195
57,3,2.1311,0.94356,0.581,0.533,0.581,0.5215,0.7926,-0.028419,1.7523,4.902
57,4,2.2654,0.930437,0.6074,0.5565,0.6074,0.568,0.7969,-0.01297,1.8473,5.3804
58,1,2.1996,0.891018,0.6356,0.5752,0.6356,0.5999,0.8025,-0.001955,1.8393,5.253
58,2,2.1645,0.955361,0.6144,0.5605,0.6144,0.5648,0.7673,-0.016323,1.7756,4.9858
58,3,2.1119,0.891698,0.6232,0.5641,0.6232,0.5849,0.817,-0.013015,1.769,4.9591
58,4,2.2455,0.897181,0.6144,0.5741,0.6144,0.5901,0.8056,-0.014266,1.8524,5.3915
59,1,2.2196,0.870476,0.6338,0.5753,0.6338,0.5876,0.8108,-0.02122,1.8558,5.3675
59,2,2.1181,0.870335,0.6391,0.5918,0.6391,0.5919,0.8034,-0.012882,1.7835,5.0296
59,3,2.0976,0.876515,0.6391,0.6596,0.6391,0.6117,0.8067,-0.039613,1.7642,4.9467
59,4,2.2363,0.886095,0.6056,0.5595,0.6056,0.5753,0.8037,-0.021985,1.8478,5.3868
60,1,2.2041,0.888708,0.6285,0.5955,0.6285,0.5924,0.794,-0.006023,1.8425,5.2733
60,2,2.098,0.86361,0.6303,0.6085,0.6303,0.5891,0.8256,-0.000721,1.7722,4.9782
60,3,2.1125,0.900258,0.6074,0.6252,0.6074,0.5771,0.8059,-0.015715,1.7629,4.9412
60,4,2.2399,0.902982,0.5951,0.5468,0.5951,0.565,0.8028,-0.011577,1.84,5.3592
61,1,2.1938,0.865355,0.6444,0.6564,0.6444,0.6109,0.8095,-0.004041,1.8427,5.2936
61,2,2.1136,0.849891,0.6426,0.587,0.6426,0.5945,0.8219,-0.024511,1.795,5.0622
61,3,2.0867,0.877087,0.6303,0.6094,0.6303,0.6012,0.8224,-0.008263,1.754,4.9091
61,4,2.215,0.877425,0.6232,0.6061,0.6232,0.6009,0.8156,-0.016808,1.8361,5.3362
62,1,2.191,0.859844,0.6285,0.5742,0.6285,0.592,0.8144,-0.019389,1.8459,5.2969
62,2,2.1476,0.901322,0.6127,0.5828,0.6127,0.5704,0.8169,-0.020082,1.794,5.0556
62,3,2.0985,0.879376,0.6127,0.587,0.6127,0.5801,0.812,-0.014224,1.7652,4.943
62,4,2.2274,0.868531,0.6303,0.6184,0.6303,0.6062,0.8218,-0.002541,1.8484,5.398
